plantID,survey_date,block,row,col,pop,mf,rep,height_cm,herbivory
J222A,2023-04-03,J2,22,A,WL1,7,22,3.4,NA
J223A,2023-04-03,J2,23,A,WL1,2,7,3.8,Y
J224A,2023-04-03,J2,24,A,LVTR1,6,11,2.8,NA
J224B,2023-04-03,J2,24,B,IH,4,15,5.7,NA
J225A,2023-04-03,J2,25,A,SC,6,5,7.2,NA
J227B,2023-04-03,J2,27,B,YO7,4,12,1.7,N
J228B,2023-04-03,J2,28,B,WL2,3,4,1.8,NA
J229A,2023-04-03,J2,29,A,IH,4,7,7.7,NA
J229B,2023-04-03,J2,29,B,TM2,1,10,11.2,NA
J231A,2023-04-03,J2,31,A,TM2,4,12,21.1,NA
J233A,2023-04-03,J2,33,A,BH,3,2,5.8,NA
J233B,2023-04-03,J2,33,B,TM2,2,6,0.6,N
J237B,2023-04-03,J2,37,B,BH,1,7,4.4,NA
J238A,2023-04-03,J2,38,A,SQ1,7,10,2.6,NA
J13D,2023-04-03,J1,3,D,CP2,1,6,3.6,NA
J19C,2023-04-03,J1,9,C,BH,5,30,10.2,NA
J110C,2023-04-03,J1,10,C,BH,3,1,5.1,NA
J113C,2023-04-03,J1,13,C,TM2,6,7,38.4,NA
J119C,2023-04-03,J1,19,C,BH,5,20,10.1,NA
J223D,2023-04-03,J2,23,D,BH,4,9,5.7,NA
J225D,2023-04-03,J2,25,D,BH,2,5,6.3,NA
J227D,2023-04-03,J2,27,D,IH,7,9,5.1,NA
J230C,2023-04-03,J2,30,C,BH,4,14,9.4,NA
J231D,2023-04-03,J2,31,D,BH,7,14,12.1,NA
J232D,2023-04-03,J2,32,D,BH,3,12,5.2,NA
J236C,2023-04-03,J2,36,C,CC,5,5,8.3,NA
L14A,2023-04-03,L1,4,A,SC,5,8,7.9,NA
L15A,2023-04-03,L1,5,A,WL2,3,100,0.3,NA
L15B,2023-04-03,L1,5,B,BH,2,6,3.9,NA
L110A,2023-04-03,L1,10,A,BH,2,14,3.6,NA
L112A,2023-04-03,L1,12,A,WL2,4,9,1.8,NA
L114B,2023-04-03,L1,14,B,YO7,8,3,1.7,NA
L115B,2023-04-03,L1,15,B,TM2,3,12,27.9,NA
L118A,2023-04-03,L1,18,A,TM2,7,11,33.2,NA
L230A,2023-04-03,L2,30,A,TM2,1,12,36.1,NA
L234B,2023-04-03,L2,34,B,TM2,5,8,37.1,NA
L235A,2023-04-03,L2,35,A,TM2,4,9,28.5,NA
L14D,2023-04-03,L1,4,D,BH,4,10,7.1,NA
L15D,2023-04-03,L1,5,D,WL1,1,11,3.8,NA
L16C,2023-04-03,L1,6,C,LV3,1,4,3.3,NA
L17C,2023-04-03,L1,7,C,WR,2,2,3.1,NA
L113C,2023-04-03,L1,13,C,BH,3,13,3.6,NA
L113D,2023-04-03,L1,13,D,BH,5,22,7.3,NA
L117C,2023-04-03,L1,17,C,CC,7,3,6.2,NA
L228D,2023-04-03,L2,28,D,BH,2,7,7.1,NA
L229D,2023-04-03,L2,29,D,BH,3,14,4.1,NA
L230C,2023-04-03,L2,30,C,BH,4,11,4.3,NA
L230D,2023-04-03,L2,30,D,TM2,3,4,39.5,NA
L233D,2023-04-03,L2,33,D,WL2,4,100,0.5,NA
L239D,2023-04-03,L2,39,D,YO7,4,2,0.6,NA
L240D,2023-04-03,L2,40,D,BH,7,13,6.6,NA
L241D,2023-04-03,L2,41,D,BH,4,1,5.8,NA
D13A,2023-04-10,D1,3,A,WL2,4,11,1.3,Y
D19A,2023-04-10,D1,9,A,SC,4,8,0.7,N
D226B,2023-04-10,D2,26,B,BH,5,15,5.7,NA
D229A,2023-04-10,D2,29,A,IH,7,3,10.7,NA
D230B,2023-04-10,D2,30,B,BH,4,3,6.8,NA
D231B,2023-04-10,D2,31,B,TM2,4,11,23.5,NA
D14D,2023-04-10,D1,4,D,YO7,8,1,2.2,NA
D117D,2023-04-10,D1,17,D,IH,7,12,6.2,NA
D119D,2023-04-10,D1,19,D,BH,5,9,3.6,NA
D224C,2023-04-10,D2,24,C,IH,4,11,5.6,N
D229C,2023-04-10,D2,29,C,BH,4,13,5.8,NA
D229D,2023-04-10,D2,29,D,BH,2,9,4.3,Y
D235D,2023-04-10,D2,35,D,BH,3,6,8.4,NA
F14B,2023-04-10,F1,4,B,SQ3,3,4,1.1,NA
F15B,2023-04-10,F1,5,B,LVTR1,6,12,2.2,Y
F16A,2023-04-10,F1,6,A,CP2,4,4,4.4,Y
F16B,2023-04-10,F1,6,B,WL2,4,1,3.4,NA
F17B,2023-04-10,F1,7,B,IH,4,20,17.1,NA
F115A,2023-04-10,F1,15,A,BH,6,9,17.4,NA
F227B,2023-04-10,F2,27,B,WL2,3,13,2.6,NA
F229B,2023-04-10,F2,29,B,BH,4,5,7.2,NA
F240B,2023-04-10,F2,40,B,BH,5,12,6.6,NA
F14C,2023-04-10,F1,4,C,TM2,5,7,67.6,NA
F16C,2023-04-10,F1,6,C,DPR,6,9,16.6,NA
F115C,2023-04-10,F1,15,C,BH,4,4,5.5,NA
F232C,2023-04-10,F2,32,C,WL1,7,4,3.8,NA
F235D,2023-04-10,F2,35,D,BH,2,1,5.7,NA
F240D,2023-04-10,F2,40,D,TM2,1,4,38,NA
H14B,2023-04-10,H1,4,B,BH,2,12,6.1,NA
H15A,2023-04-10,H1,5,A,SQ1,7,15,1.2,NA
H15B,2023-04-10,H1,5,B,SC,4,2,10.8,NA
H18B,2023-04-10,H1,8,B,BH,3,9,8.8,NA
H19A,2023-04-10,H1,9,A,WL1,6,8,5.2,NA
H110A,2023-04-10,H1,10,A,WL2,4,4,2.1,NA
H111B,2023-04-10,H1,11,B,CC,7,2,16.2,NA
H112B,2023-04-10,H1,12,B,FR,2,8,7.9,NA
H113B,2023-04-10,H1,13,B,CP2,3,3,5.5,NA
H114A,2023-04-10,H1,14,A,BH,5,3,12.3,NA
H115B,2023-04-10,H1,15,B,CC,3,3,23.8,NA
H116A,2023-04-10,H1,16,A,CC,4,10,12.3,NA
H117B,2023-04-10,H1,17,B,DPR,5,2,38.2,NA
H119A,2023-04-10,H1,19,A,TM2,5,1,59.1,NA
H120B,2023-04-10,H1,20,B,IH,1,9,12.2,NA
H224B,2023-04-10,H2,24,B,BH,5,29,13.4,NA
H225A,2023-04-10,H2,25,A,IH,4,5,11.3,NA
H229A,2023-04-10,H2,29,A,IH,7,14,8.6,NA
H230B,2023-04-10,H2,30,B,WL1,1,25,3.4,NA
H231B,2023-04-10,H2,31,B,YO8,3,6,1.4,NA
H233B,2023-04-10,H2,33,B,BH,4,7,5.7,NA
H236B,2023-04-10,H2,36,B,TM2,3,1,49.1,NA
H16C,2023-04-10,H1,6,C,TM2,1,5,51.6,NA
H110C,2023-04-10,H1,10,C,BH,6,11,13.2,NA
H110D,2023-04-10,H1,10,D,WL1,7,5,5,NA
H111D,2023-04-10,H1,11,D,WL1,4,4,2.9,NA
H112C,2023-04-10,H1,12,C,SQ1,2,5,2.5,NA
H114D,2023-04-10,H1,14,D,SC,5,3,5.8,NA
H115C,2023-04-10,H1,15,C,CP2,3,10,3.2,Y
H116D,2023-04-10,H1,16,D,IH,7,6,7.7,NA
H119C,2023-04-10,H1,19,C,BH,7,21,5.1,Y
H223C,2023-04-10,H2,23,C,BH,7,22,8.6,NA
H225C,2023-04-10,H2,25,C,DPR,2,6,37.4,NA
H230D,2023-04-10,H2,30,D,TM2,1,6,46.3,NA
H232C,2023-04-10,H2,32,C,SC,6,3,10.4,NA
H235C,2023-04-10,H2,35,C,BH,2,13,3.9,NA
J14B,2023-04-10,J1,4,B,BH,2,4,6,NA
J15B,2023-04-10,J1,5,B,TM2,3,10,29.2,NA
J16B,2023-04-10,J1,6,B,DPR,6,10,23.6,NA
J18A,2023-04-10,J1,8,A,TM2,4,10,18.8,NA
J18B,2023-04-10,J1,8,B,FR,1,1,5.4,NA
J112B,2023-04-10,J1,12,B,CC,4,4,10.1,NA
J113A,2023-04-10,J1,13,A,SQ1,7,17,4.1,NA
J113B,2023-04-10,J1,13,B,IH,6,13,13.1,NA
J119B,2023-04-10,J1,19,B,BH,3,11,6.9,NA
J120A,2023-04-10,J1,20,A,LV3,1,12,1.8,Y
J224B,2023-04-10,J2,24,B,IH,4,15,6.2,NA
J225A,2023-04-10,J2,25,A,SC,6,5,8.6,NA
J228B,2023-04-10,J2,28,B,WL2,3,4,2.6,NA
J229A,2023-04-10,J2,29,A,IH,4,7,8.3,NA
J229B,2023-04-10,J2,29,B,TM2,1,10,12.3,Y
J231A,2023-04-10,J2,31,A,TM2,4,12,35.2,NA
J233A,2023-04-10,J2,33,A,BH,3,2,6.4,NA
J237B,2023-04-10,J2,37,B,BH,1,7,12.2,NA
J238A,2023-04-10,J2,38,A,SQ1,7,10,3,NA
J13D,2023-04-10,J1,3,D,CP2,1,6,3.5,NA
J19C,2023-04-10,J1,9,C,BH,5,30,8.5,NA
J110C,2023-04-10,J1,10,C,BH,3,1,7,NA
J113C,2023-04-10,J1,13,C,TM2,6,7,50.5,NA
J119C,2023-04-10,J1,19,C,BH,5,20,11.4,NA
J225D,2023-04-10,J2,25,D,BH,2,5,7.7,NA
J227D,2023-04-10,J2,27,D,IH,7,9,6.2,NA
J230C,2023-04-10,J2,30,C,BH,4,14,9,NA
J231D,2023-04-10,J2,31,D,BH,7,14,10.2,NA
J232D,2023-04-10,J2,32,D,BH,3,12,6,NA
J236C,2023-04-10,J2,36,C,CC,5,5,5.9,NA
L14A,2023-04-10,L1,4,A,SC,5,8,13.1,NA
L110A,2023-04-10,L1,10,A,BH,2,14,2.1,NA
L114B,2023-04-10,L1,14,B,YO7,8,3,2.2,NA
L115B,2023-04-10,L1,15,B,TM2,3,12,45.9,Y
L118A,2023-04-10,L1,18,A,TM2,7,11,52.1,NA
L230A,2023-04-10,L2,30,A,TM2,1,12,49.5,Y
L234B,2023-04-10,L2,34,B,TM2,5,8,50.1,NA
L235A,2023-04-10,L2,35,A,TM2,4,9,43.6,NA
L13C,2023-04-10,L1,3,C,SQ3,4,3,0.1,NA
L14D,2023-04-10,L1,4,D,BH,4,10,4.1,NA
L15D,2023-04-10,L1,5,D,WL1,1,11,3.1,NA
L113C,2023-04-10,L1,13,C,BH,3,13,2.5,NA
L113D,2023-04-10,L1,13,D,BH,5,22,9,NA
L228D,2023-04-10,L2,28,D,BH,2,7,6.3,NA
L229D,2023-04-10,L2,29,D,BH,3,14,3.6,NA
L230D,2023-04-10,L2,30,D,TM2,3,4,34.2,NA
L233D,2023-04-10,L2,33,D,WL2,4,100,0.5,NA
L240D,2023-04-10,L2,40,D,BH,7,13,8.4,NA
L241D,2023-04-10,L2,41,D,BH,4,1,4.4,NA
D13A,2023-04-17,D1,3,A,WL2,4,11,1.5,Y
D226B,2023-04-17,D2,26,B,BH,5,15,7.9,NA
D229A,2023-04-17,D2,29,A,IH,7,3,8.1,NA
D230B,2023-04-17,D2,30,B,BH,4,3,8.1,NA
D231B,2023-04-17,D2,31,B,TM2,4,11,36.8,NA
D14D,2023-04-17,D1,4,D,YO7,8,1,2.6,NA
D117D,2023-04-17,D1,17,D,IH,7,12,5.6,NA
D119D,2023-04-17,D1,19,D,BH,5,9,3.3,NA
D224C,2023-04-17,D2,24,C,IH,4,11,6.8,NA
D229C,2023-04-17,D2,29,C,BH,4,13,6.8,NA
D229D,2023-04-17,D2,29,D,BH,2,9,7.1,NA
D235D,2023-04-17,D2,35,D,BH,3,6,10.2,NA
F14B,2023-04-17,F1,4,B,SQ3,3,4,0.6,NA
F15B,2023-04-17,F1,5,B,LVTR1,6,12,2.1,NA
F16A,2023-04-17,F1,6,A,CP2,4,4,1.7,NA
F16B,2023-04-17,F1,6,B,WL2,4,1,2.8,NA
F17B,2023-04-17,F1,7,B,IH,4,20,16.4,NA
F115A,2023-04-17,F1,15,A,BH,6,9,22.9,NA
F227B,2023-04-17,F2,27,B,WL2,3,13,2.7,NA
F229B,2023-04-17,F2,29,B,BH,4,5,8.2,NA
F240B,2023-04-17,F2,40,B,BH,5,12,8,NA
F14C,2023-04-17,F1,4,C,TM2,5,7,74.2,NA
F16C,2023-04-17,F1,6,C,DPR,6,9,16.1,NA
F235D,2023-04-17,F2,35,D,BH,2,1,7.3,NA
F240D,2023-04-17,F2,40,D,TM2,1,4,42.9,NA
H14B,2023-04-17,H1,4,B,BH,2,12,11.4,NA
H15A,2023-04-17,H1,5,A,SQ1,7,15,1.6,NA
H15B,2023-04-17,H1,5,B,SC,4,2,12.9,NA
H18B,2023-04-17,H1,8,B,BH,3,9,15.2,NA
H19A,2023-04-17,H1,9,A,WL1,6,8,3.8,NA
H110A,2023-04-17,H1,10,A,WL2,4,4,4.4,NA
H111B,2023-04-17,H1,11,B,CC,7,2,14.4,NA
H112B,2023-04-17,H1,12,B,FR,2,8,8.2,NA
H113B,2023-04-17,H1,13,B,CP2,3,3,4.1,NA
H114A,2023-04-17,H1,14,A,BH,5,3,13.1,NA
H115B,2023-04-17,H1,15,B,CC,3,3,32.6,NA
H116A,2023-04-17,H1,16,A,CC,4,10,15.1,NA
H117B,2023-04-17,H1,17,B,DPR,5,2,42.7,NA
H119A,2023-04-17,H1,19,A,TM2,5,1,66.3,NA
H120B,2023-04-17,H1,20,B,IH,1,9,6.8,NA
H224B,2023-04-17,H2,24,B,BH,5,29,19.2,NA
H225A,2023-04-17,H2,25,A,IH,4,5,12.2,NA
H229A,2023-04-17,H2,29,A,IH,7,14,10.1,NA
H233B,2023-04-17,H2,33,B,BH,4,7,6.2,NA
H236B,2023-04-17,H2,36,B,TM2,3,1,59.6,NA
H16C,2023-04-17,H1,6,C,TM2,1,5,47.4,NA
H110C,2023-04-17,H1,10,C,BH,6,11,18.3,NA
H110D,2023-04-17,H1,10,D,WL1,7,5,4.2,NA
H111D,2023-04-17,H1,11,D,WL1,4,4,3.3,Y
H112C,2023-04-17,H1,12,C,SQ1,2,5,2.1,NA
H114D,2023-04-17,H1,14,D,SC,5,3,7.7,NA
H115C,2023-04-17,H1,15,C,CP2,3,10,2.4,NA
H116D,2023-04-17,H1,16,D,IH,7,6,8.2,NA
H223C,2023-04-17,H2,23,C,BH,7,22,11.8,NA
H225C,2023-04-17,H2,25,C,DPR,2,6,36.2,NA
H230D,2023-04-17,H2,30,D,TM2,1,6,42.6,NA
H232C,2023-04-17,H2,32,C,SC,6,3,14.6,NA
J14B,2023-04-17,J1,4,B,BH,2,4,12.9,NA
J15B,2023-04-17,J1,5,B,TM2,3,10,43.5,NA
J16B,2023-04-17,J1,6,B,DPR,6,10,24.5,NA
J112B,2023-04-17,J1,12,B,CC,4,4,9,NA
J113A,2023-04-17,J1,13,A,SQ1,7,17,2.6,NA
J113B,2023-04-17,J1,13,B,IH,6,13,17.4,NA
J119B,2023-04-17,J1,19,B,BH,3,11,12,NA
J224B,2023-04-17,J2,24,B,IH,4,15,7.5,NA
J225A,2023-04-17,J2,25,A,SC,6,5,11.9,NA
J228B,2023-04-17,J2,28,B,WL2,3,4,2.5,NA
J229A,2023-04-17,J2,29,A,IH,4,7,8.4,NA
J231A,2023-04-17,J2,31,A,TM2,4,12,49.9,NA
J233A,2023-04-17,J2,33,A,BH,3,2,9,NA
J237B,2023-04-17,J2,37,B,BH,1,7,18.4,NA
J238A,2023-04-17,J2,38,A,SQ1,7,10,3.4,NA
J13D,2023-04-17,J1,3,D,CP2,1,6,6,NA
J19C,2023-04-17,J1,9,C,BH,5,30,9.8,NA
J110C,2023-04-17,J1,10,C,BH,3,1,13.4,NA
J113C,2023-04-17,J1,13,C,TM2,6,7,57.7,NA
J119C,2023-04-17,J1,19,C,BH,5,20,18.4,NA
J223D,2023-04-17,J2,23,D,BH,4,9,6.1,NA
J225D,2023-04-17,J2,25,D,BH,2,5,8.8,NA
J227D,2023-04-17,J2,27,D,IH,7,9,8.1,NA
J230C,2023-04-17,J2,30,C,BH,4,14,13.1,NA
J231D,2023-04-17,J2,31,D,BH,7,14,11.2,NA
J232D,2023-04-17,J2,32,D,BH,3,12,10.8,NA
L14A,2023-04-17,L1,4,A,SC,5,8,26.4,NA
L110A,2023-04-17,L1,10,A,BH,2,14,11.1,NA
L114B,2023-04-17,L1,14,B,YO7,8,3,4.9,NA
L115B,2023-04-17,L1,15,B,TM2,3,12,59.4,NA
L118A,2023-04-17,L1,18,A,TM2,7,11,62.4,NA
L230A,2023-04-17,L2,30,A,TM2,1,12,50.3,NA
L234B,2023-04-17,L2,34,B,TM2,5,8,51.3,NA
L235A,2023-04-17,L2,35,A,TM2,4,9,58.5,NA
L14D,2023-04-17,L1,4,D,BH,4,10,14.4,NA
L15D,2023-04-17,L1,5,D,WL1,1,11,3.9,NA
L113C,2023-04-17,L1,13,C,BH,3,13,16,NA
L113D,2023-04-17,L1,13,D,BH,5,22,12.4,NA
L228D,2023-04-17,L2,28,D,BH,2,7,7.1,NA
L229D,2023-04-17,L2,29,D,BH,3,14,5.6,NA
L230D,2023-04-17,L2,30,D,TM2,3,4,46.7,NA
L233D,2023-04-17,L2,33,D,WL2,4,100,1.6,NA
L240D,2023-04-17,L2,40,D,BH,7,13,11.8,NA
L241D,2023-04-17,L2,41,D,BH,4,1,6.9,NA
D226B,2023-04-24,D2,26,B,BH,5,15,15.9,NA
D229A,2023-04-24,D2,29,A,IH,7,3,8.1,NA
D230B,2023-04-24,D2,30,B,BH,4,3,12.6,NA
D231B,2023-04-24,D2,31,B,TM2,4,11,48.2,NA
D14D,2023-04-24,D1,4,D,YO7,8,1,3.7,NA
D117D,2023-04-24,D1,17,D,IH,7,12,4.9,Y
D119D,2023-04-24,D1,19,D,BH,5,9,2.1,N
D224C,2023-04-24,D2,24,C,IH,4,11,6.2,N
D229C,2023-04-24,D2,29,C,BH,4,13,8.1,NA
D229D,2023-04-24,D2,29,D,BH,2,9,10.9,NA
D235D,2023-04-24,D2,35,D,BH,3,6,16.3,NA
F14B,2023-04-24,F1,4,B,SQ3,3,4,0.7,N
F15B,2023-04-24,F1,5,B,LVTR1,6,12,1.4,Y
F16A,2023-04-24,F1,6,A,CP2,4,4,4.2,NA
F16B,2023-04-24,F1,6,B,WL2,4,1,3.2,NA
F17B,2023-04-24,F1,7,B,IH,4,20,16.5,NA
F115A,2023-04-24,F1,15,A,BH,6,9,33.1,NA
F227B,2023-04-24,F2,27,B,WL2,3,13,3.8,NA
F229B,2023-04-24,F2,29,B,BH,4,5,9.1,NA
F240B,2023-04-24,F2,40,B,BH,5,12,10.1,NA
F14C,2023-04-24,F1,4,C,TM2,5,7,76.5,NA
F16C,2023-04-24,F1,6,C,DPR,6,9,16,NA
F235D,2023-04-24,F2,35,D,BH,2,1,1.8,NA
F240D,2023-04-24,F2,40,D,TM2,1,4,35.8,NA
H14B,2023-04-24,H1,4,B,BH,2,12,14.9,NA
H15B,2023-04-24,H1,5,B,SC,4,2,19.9,NA
H18B,2023-04-24,H1,8,B,BH,3,9,21.4,NA
H110A,2023-04-24,H1,10,A,WL2,4,4,7.1,NA
H111B,2023-04-24,H1,11,B,CC,7,2,27.1,NA
H112B,2023-04-24,H1,12,B,FR,2,8,10.1,NA
H113B,2023-04-24,H1,13,B,CP2,3,3,5.5,NA
H114A,2023-04-24,H1,14,A,BH,5,3,17.5,NA
H115B,2023-04-24,H1,15,B,CC,3,3,37,NA
H116A,2023-04-24,H1,16,A,CC,4,10,15.9,NA
H117B,2023-04-24,H1,17,B,DPR,5,2,42.3,NA
H119A,2023-04-24,H1,19,A,TM2,5,1,67.8,NA
H224B,2023-04-24,H2,24,B,BH,5,29,28.3,NA
H225A,2023-04-24,H2,25,A,IH,4,5,11.3,NA
H229A,2023-04-24,H2,29,A,IH,7,14,10.4,NA
H233B,2023-04-24,H2,33,B,BH,4,7,13.7,NA
H236B,2023-04-24,H2,36,B,TM2,3,1,62.3,NA
H16C,2023-04-24,H1,6,C,TM2,1,5,48.7,NA
H110C,2023-04-24,H1,10,C,BH,6,11,24.4,NA
H110D,2023-04-24,H1,10,D,WL1,7,5,9.1,N
H111D,2023-04-24,H1,11,D,WL1,4,4,5.8,NA
H112C,2023-04-24,H1,12,C,SQ1,2,5,2.2,NA
H114D,2023-04-24,H1,14,D,SC,5,3,8.5,NA
H115C,2023-04-24,H1,15,C,CP2,3,10,2.1,NA
H116D,2023-04-24,H1,16,D,IH,7,6,7.9,NA
H223C,2023-04-24,H2,23,C,BH,7,22,12.2,NA
H225C,2023-04-24,H2,25,C,DPR,2,6,36.1,NA
H230D,2023-04-24,H2,30,D,TM2,1,6,44.1,NA
H232C,2023-04-24,H2,32,C,SC,6,3,27.3,NA
J14B,2023-04-24,J1,4,B,BH,2,4,5.2,NA
J15B,2023-04-24,J1,5,B,TM2,3,10,51.5,NA
J16B,2023-04-24,J1,6,B,DPR,6,10,26.7,NA
J113A,2023-04-24,J1,13,A,SQ1,7,17,3.6,Y
J113B,2023-04-24,J1,13,B,IH,6,13,19.4,NA
J119B,2023-04-24,J1,19,B,BH,3,11,11.9,NA
J224B,2023-04-24,J2,24,B,IH,4,15,7.6,NA
J225A,2023-04-24,J2,25,A,SC,6,5,12.7,NA
J228B,2023-04-24,J2,28,B,WL2,3,4,2.4,NA
J229A,2023-04-24,J2,29,A,IH,4,7,10.9,NA
J231A,2023-04-24,J2,31,A,TM2,4,12,58.4,NA
J233A,2023-04-24,J2,33,A,BH,3,2,7.9,NA
J237B,2023-04-24,J2,37,B,BH,1,7,25.3,NA
J13D,2023-04-24,J1,3,D,CP2,1,6,6.8,NA
J110C,2023-04-24,J1,10,C,BH,3,1,14.8,NA
J113C,2023-04-24,J1,13,C,TM2,6,7,62.6,NA
J119C,2023-04-24,J1,19,C,BH,5,20,28.3,NA
J223D,2023-04-24,J2,23,D,BH,4,9,8.4,NA
J225D,2023-04-24,J2,25,D,BH,2,5,14.1,NA
J227D,2023-04-24,J2,27,D,IH,7,9,12.4,NA
J230C,2023-04-24,J2,30,C,BH,4,14,15.3,NA
J231D,2023-04-24,J2,31,D,BH,7,14,10.6,NA
J232D,2023-04-24,J2,32,D,BH,3,12,19.2,NA
L14A,2023-04-24,L1,4,A,SC,5,8,29.7,NA
L110A,2023-04-24,L1,10,A,BH,2,14,14.4,NA
L115B,2023-04-24,L1,15,B,TM2,3,12,62.8,NA
L118A,2023-04-24,L1,18,A,TM2,7,11,63.2,NA
L230A,2023-04-24,L2,30,A,TM2,1,12,52.4,NA
L234B,2023-04-24,L2,34,B,TM2,5,8,48.1,NA
L235A,2023-04-24,L2,35,A,TM2,4,9,65.3,NA
L13C,2023-04-24,L1,3,C,SQ3,4,3,9.6,NA
L14D,2023-04-24,L1,4,D,BH,4,10,20.6,NA
L15D,2023-04-24,L1,5,D,WL1,1,11,3.8,NA
L113C,2023-04-24,L1,13,C,BH,3,13,27.7,NA
L113D,2023-04-24,L1,13,D,BH,5,22,17.5,NA
L228D,2023-04-24,L2,28,D,BH,2,7,6.9,N
L229D,2023-04-24,L2,29,D,BH,3,14,11.8,NA
L230D,2023-04-24,L2,30,D,TM2,3,4,46.1,NA
